ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source2	Sutta2	Example2	Source3	Sutta3	Example3	Test	audio	Feedback
41653	pannabhāra	adj	comp						who has dropped the burden; who has laid down the load				panna + bhāra	patita + bhāra					DHP 402	brāhmaṇavaggo	yo dukkhassa pajānāti, idh'eva khayamattano.<br/><b>pannabhāraṃ</b> visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pannabhāra&entry.1433863141=DHP"">Fix it here</a>."
4524	amagga	masc			neg				wrong way; incorrect road; not the path		√magg 8 *e (to seek, search)		na > a + √magg + a	amārga	√mārg				DHP 403	brāhmaṇavaggo	gambhīrapaññaṃ medhāviṃ, magg'<b>āmaggassa</b> kovidaṃ,<br/>uttam'attham'anuppattaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=amagga&entry.1433863141=DHP"">Fix it here</a>."
22510	gambhīrapañña	adj	comp						with profound understanding; having deep wisdom				gambhīra + pañña	gambhīra + prajña					DHP 403	brāhmaṇavaggo	<b>gambhīrapaññaṃ</b> medhāviṃ, magg'āmaggassa kovidaṃ,<br/>uttam'attham'anuppattaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	ye ariya-saccāni vibhāvayanti, <b>gambhīrapaññena</b> sudesitāni. <br/>kiñ’c’āpi te honti bhusaṃ pamattā, na te bhavaṃ aṭṭhamam’ādiyanti.	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gambhīrapañña&entry.1433863141=DHP"">Fix it here</a>."
31941	maggāmagga	masc	comp						right and wrong way; correct and incorrect road; what is and what is not the path				magga + amagga	mārga + amārga					DHP 403	brāhmaṇavaggo	gambhīrapaññaṃ medhāviṃ, <b>magg'āmaggassa</b> kovidaṃ,<br/>uttam'attham'anuppattaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=maggāmagga&entry.1433863141=DHP"">Fix it here</a>."
10030	asaṃsaṭṭha	adj	pp	saṃsajjati	neg			+instr	not mixed-up (with); not closely associated (with); lit. not sticking (with)		√saj 3 ya (to stick, cling)		na > a + saṃ + √saj + ta	asaṃsakta	√sañj				DHP 404	brāhmaṇavaggo	<b>asaṃsaṭṭhaṃ</b> gahaṭṭhehi, anāgārehi c'ūbhayaṃ,<br/>anokasārim'app'icchaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=asaṃsaṭṭha&entry.1433863141=DHP"">Fix it here</a>."
5075	anāgāra	masc		agāra	neg				homeless wanderer; monk				na > an + āgāra	anagāra					DHP 404	brāhmaṇavaggo	asaṃsaṭṭhaṃ gahaṭṭhehi, <b>anāgārehi</b> c'ūbhayaṃ,<br/>anokasārim'app'icchaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	DHP 415	brāhmaṇavaggo	yo'dha kāme pahantvāna, <b>anāgāro</b> paribbaje,<br/>kāmabhavaparikkhīṇaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anāgāra&entry.1433863141=DHP"">Fix it here</a>."
23179	ghāteti	pr					trans	+acc	slays; kills		√ghaṭ 8 *e (to strike, kill)	√ghaṭ + *e > ghāte	ghāte + ti	ghātayati	√han √ghaṭ				DHP 405	brāhmaṇavaggo	nidhāya daṇḍaṃ bhūtesu, tasesu thāvaresu ca,<br/>yo na hanti na <b>ghāteti</b>, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ghāteti&entry.1433863141=DHP"">Fix it here</a>."
59840	thāvara	adj		tiṭṭhati					stationary; immobile; firm; strong; (comm) without craving		√ṭhā 1 a (to stand)		√thā + [v] + a + ra	sthāvara	√sthā		(MNa) tasā vuccanti sataṇhā, thāvarā nittaṇhā.<br/>(KPa) tasantī'ti tasā, sataṇhānaṃ sabhayānañ'c'etaṃ adhivacanaṃ. tiṭṭhantī'ti thāvarā, pahīnataṇh'ābhayānaṃ arahataṃ etaṃ adhivacanaṃ.		DHP 405	brāhmaṇavaggo	nidhāya daṇḍaṃ bhūtesu, tasesu <b>thāvaresu</b> ca,<br/>yo na hanti na ghāteti, tam'ahaṃ brūmi brāhmaṇaṃ.				SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye keci pāṇa-bhūt’atthi,  tasā vā <b>thāvarā</b> vā anavasesā,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	55	[sound:thāvara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=thāvara&entry.1433863141=DHP"">Fix it here</a>."
17951	daṇḍa 3	masc						+loc	violence (towards); lit. stick (in)					daṇḍa					DHP 405	brāhmaṇavaggo	nidhāya <b>daṇḍaṃ</b> bhūtesu, tasesu thāvaresu ca,<br/>yo na hanti na ghāteti, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa 3&entry.1433863141=DHP"">Fix it here</a>."
58979	tasa	adj		tasati					movable; mobile; (or) in fear; trembling; (comm) with craving		√tas 1 a (to tremble, fear)		√tas + a	trasta	√tras		(MNa) tasā vuccanti sataṇhā, thāvarā nittaṇhā.<br/>(KPa) tasantī'ti tasā, sataṇhānaṃ sabhayānañ'c'etaṃ adhivacanaṃ. tiṭṭhantī'ti thāvarā, pahīnataṇh'ābhayānaṃ arahataṃ etaṃ adhivacanaṃ.		DHP 405	brāhmaṇavaggo	nidhāya daṇḍaṃ bhūtesu, <b>tasesu</b> thāvaresu ca,<br/>yo na hanti na ghāteti, tam'ahaṃ brūmi brāhmaṇaṃ.				SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye keci pāṇa-bhūt’atthi,  <b>tasā</b> vā thāvarā vā anavasesā,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	55	[sound:tasa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tasa&entry.1433863141=DHP"">Fix it here</a>."
68117	viruddha 1	adj	pp	virundhati					hostile; opposed to; in opposition; lit. obstructive		√rudh 2 ṃa (to obstruct)		vi + √rudh + ta	viruddha	√rudh		(ANa) viruddhā'ti virodhasaṅkhātena kopena viruddhā.		DHP 406	brāhmaṇavaggo	aviruddhaṃ <b>viruddhesu</b>, attadaṇḍesu nibbutaṃ,<br/>sādānesu anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	AN 3.68	kathāvatthusuttaṃ	ye <b>viruddhā</b> sallapanti, viniviṭṭhā samussitā,<br/>anariyaguṇam'āsajja, añño'ññavivar'esino.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=viruddha 1&entry.1433863141=DHP"">Fix it here</a>."
11306	atta 4	pp		ādadāti					taken up; accepted; seized; grasped		√ādā 3 ya (to take, seize)		√ādā > ad + ta	ātta	ā√dā				DHP 406	brāhmaṇavaggo	aviruddhaṃ viruddhesu, <b>atta</b>-daṇḍesu nibbutaṃ, sādānesu anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	SNP 53	attadaṇḍasuttaṃ aṭṭhakavaggo 15	<b>atta</b>-daṇḍā bhayaṃ jātaṃ, janaṃ passatha medhagaṃ, saṃvegaṃ kittayissāmi, yathā saṃvijitaṃ mayā.				55	[sound:atta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atta 4&entry.1433863141=DHP"">Fix it here</a>."
11326	attadaṇḍa 2	adj	comp						armed; violent; fighting; lit. taken stick				atta + daṇḍa	ātta + daṇḍa					DHP 406	brāhmaṇavaggo	aviruddhaṃ viruddhesu, <b>attadaṇḍesu</b> nibbutaṃ,<br/>sādānesu anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=attadaṇḍa 2&entry.1433863141=DHP"">Fix it here</a>."
12683	aviruddha 2	adj	pp	virundhati	neg			+instr	not hostile (to); not opposed (to); friendly (with); lit. not obstructive		√rudh 2 ṃa (to obstruct)		na > a + vi + √rudh + ta	aviruddha	√rudh				DHP 406	brāhmaṇavaggo	<b>aviruddhaṃ</b> viruddhesu, attadaṇḍesu nibbutaṃ,<br/>sādānesu anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	AN 3.68	kathāvatthusuttaṃ	taṃ kathaṃ kathaye dhīro, <b>aviruddho</b> anussito,<br/>anunnatena manasā, apaḷāso asāhaso.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aviruddha 2&entry.1433863141=DHP"">Fix it here</a>."
49599	sādāna	adj		ādāna					attached; grasping; clinging; lit. with taking		√ādā 3 ya (to take, seize)		sa + √ādā + na	ādāna	ā√dā				DHP 406	brāhmaṇavaggo	aviruddhaṃ viruddhesu, attadaṇḍesu nibbutaṃ,<br/><b>sādānesu</b> anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sādāna&entry.1433863141=DHP"">Fix it here</a>."
3587	akakkasa	adj		kakkasa	neg				smooth; tender; not harsh; not rough				na > a + kakkasa	akarkaśa				PTS suggests ku + √kar + ta?	DHP 408	brāhmaṇavaggo	<b>akakkasaṃ</b> viññāpaniṃ, giraṃ saccam'udīraye,<br/>yāya n'ābhisaje kañci, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akakkasa&entry.1433863141=DHP"">Fix it here</a>."
23399	girā	fem							speech; words		√gir 4 ṇā (to call, speak)		√gir + ā	gira	√gṝ				DHP 408	brāhmaṇavaggo	akakkasaṃ viññāpaniṃ, <b>giraṃ</b> saccam'udīraye,<br/>yāya n'ābhisaje kañci, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=girā&entry.1433863141=DHP"">Fix it here</a>."
61538	udīrayati	pr					trans	+acc	speaks; utters		√īr 8 *aya (to speak)	√īr + aya > īraya	ud + īraya + ti	udīrayati	√īr				DHP 408	brāhmaṇavaggo	akakkasaṃ viññāpaniṃ, giraṃ saccam'<b>udīraye</b>,<br/>yāya n'ābhisaje kañci, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=udīrayati&entry.1433863141=DHP"">Fix it here</a>."
67634	viññāpanī	adj		viññāpeti		caus		+gen	expressive (of); instructive (of); informative; enlightening; lit. causing to know		√ñā 5 *āpe (to know)	√ñā + āpe > ñāpe (caus)	vi + ñāpe + ana + ī<br/>viññāpana + ī	vijñāpanīya	√jñā				DHP 408	brāhmaṇavaggo	akakkasaṃ <b>viññāpaniṃ</b>, giraṃ saccam'udīraye,<br/>yāya n'ābhisaje kañci, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=viññāpanī&entry.1433863141=DHP"">Fix it here</a>."
34767	nābhisajati	pr		abhisajati	neg		intrans		does not curse angrily; does not abuse; does not swear; lit. does not release (anger)		√sajj 1 a (to relinquish, let loose)	√sajj + a > sajja	na + abhi + sajja + ti<br/>na + abhisajati	na abhisṛjati	√sṛj			√saj but related to abhisajjati	DHP 408	brāhmaṇavaggo	akakkasaṃ viññāpaniṃ, giraṃ saccam'udīraye,<br/>yāya <b>n'ābhisaje</b> kañci, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nābhisajati&entry.1433863141=DHP"">Fix it here</a>."
34871	nādiyati	pr		ādiyati	neg		trans	+acc	does not take; does not steal		√ādā 3 ya (to take, seize)	√ādā + ya > ādiya (irreg)	na + ādiya + ti<br/>na + ādiyati	na + ādatte	ā√dā	nādeti		Kacc 502, 493 (ādā > ādi)	DHP 409	brāhmaṇavaggo	y'odha dīghaṃ va rassaṃ vā, aṇuṃ thūlaṃ subh'āsubhaṃ,<br/>loke adinnaṃ <b>n'ādiyati</b>, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nādiyati&entry.1433863141=DHP"">Fix it here</a>."
56851	subhāsubha	adj	comp						beautiful and ugly; attractive and repulsive				subha + asubha	śubha + aśubha					DHP 409	brāhmaṇavaggo	y'odha dīghaṃ va rassaṃ vā, aṇuṃ thūlaṃ <b>subh'āsubhaṃ</b>,<br/>loke adinnaṃ n'ādiyati, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=subhāsubha&entry.1433863141=DHP"">Fix it here</a>."
10486	asmiṃ loke paramhi ca	idiom	pron + masc + pron + ind						in this world and the next; in this life and the one hereafter					asmin + loka + parasmin + ca					DHP 410	brāhmaṇavaggo	āsā yassa na vijjanti, <b>asmiṃ loke paramhi ca</b>,<br/>nirāsāsaṃ visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=asmiṃ loke paramhi ca&entry.1433863141=DHP"">Fix it here</a>."
37695	nirāsaya 1	adj		āsayati	neg				without support; independent; without recourse		√sī 1 a (to lie, sleep)		nir + ā + √sī > say + *a	nirāśraya	√śī	nirāsāsa		see nirāsaya 2	DHP 410	brāhmaṇavaggo	āsā yassa na vijjanti, asmiṃ loke paramhi ca,<br/><b>nirāsayaṃ</b> visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirāsaya 1&entry.1433863141=DHP"">Fix it here</a>."
37696	nirāsaya 2	adj		āsayati	neg				without inclination; without tendency		√sī 1 a (to lie, sleep)		nir + ā + √sī > say + *a	nirāśraya	√śī	nirāsāsa		see nirāsaya 1	DHP 410	brāhmaṇavaggo	āsā yassa na vijjanti, asmiṃ loke paramhi ca,<br/><b>nirāsayaṃ</b> visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirāsaya 2&entry.1433863141=DHP"">Fix it here</a>."
37693	nirāsāsa	adj		assasati	neg				desireless; without wish; without expectation		√is 1 a (to wish for)		nir + ā + √is + ā + sa<br/>nirāsā + sa	nirāśā	√iṣ	nirāsaya	(DHPa) nirāsāsan'ti nittaṇhaṃ.		DHP 410	brāhmaṇavaggo	āsā yassa na vijjanti, asmiṃ loke paramhi ca,<br/><b>nirāsāsaṃ</b> visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirāsāsa&entry.1433863141=DHP"">Fix it here</a>."
37692	nirāsasa	adj		assasati	neg				desireless; without wish; without expectation		√sas 1 a (to breath)		nir + ā + √sas + a	nir + āśas	√śvas		(PTS) for āsasāna : either grd. for *āsaṃsāna or contracted form of ppr. med. of āsaṃsati (= āsiṃsati) for *asaṃsamāna		DHP 410	brāhmaṇavaggo	āsā yassa na vijjanti, asmiṃ loke paramhi ca,<br/><b>nirāsāsaṃ</b> visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	SNP 64	todeyya māṇava pucchā<br/>pārāyanavaggo 9	<b>nirāsaso</b> so na ca āsasāno, paññāṇavā so na ca paññakappī,<br/>evam'pi todeyya muniṃ vijāna, akiñcanaṃ kāmabhave asattan'ti.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirāsasa&entry.1433863141=DHP"">Fix it here</a>."
3811	akathaṃkathī	adj	comp		neg			+loc	not confused; without doubt; lit. not asking 'how?'				na + kathaṃ + kathī	akathaṃkathika					DHP 411	brāhmaṇavaggo	yass'ālayā na vijjanti, aññāya <b>akathaṃkathī</b>,<br/>amat'ogadham'anuppattaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	MN 107	gaṇakamoggallānasuttaṃ	vicikicchaṃ pahāya tiṇṇavicikiccho viharati <b>akathaṃkathī</b> kusalesu dhammesu, vicikicchāya cittaṃ parisodheti				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akathaṃkathī&entry.1433863141=DHP"">Fix it here</a>."
6377	aññāya 2	fem	instr sg	aññā					by gnosis; with spiritual insight; by enlightenment		√ñā 5 nā (to know)		ā + √ñā + ā + āya<br/>aññā + āya	ājñayā	√jñā			see aññāya 1	DHP 411	brāhmaṇavaggo	yass'ālayā na vijjanti, <b>aññāya</b> akathaṃkathī,<br/>amat'ogadham'anuppattaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aññāya 2&entry.1433863141=DHP"">Fix it here</a>."
62311	upaccagā 3	imperf		upātigacchati			trans	+acc	overcame; transcended; lit. went past		√gam 1 a (to go)		upa + ati > aty > acc + a + √gam + ā	upa + atigam	√gam		(SNa) upaccagun'ti atikkamiṃsu.		DHP 412	brāhmaṇavaggo	yo'dha puññañ'ca pāpañ'ca, ubho saṅgam<b>'upaccagā</b>,<br/>asokaṃ virajaṃ suddhaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upaccagā 3&entry.1433863141=DHP"">Fix it here</a>."
35474	nandībhavaparikkhīṇa	adj	comp						eradicated enjoyment in existence				nandī + bhava + parikkhīṇa	nandin + bhava + parikṣīṇa					DHP 413	brāhmaṇavaggo	candaṃ'va vimalaṃ suddhaṃ, vippasannam'anāvilaṃ,<br/><b>nandībhavaparikkhīṇaṃ</b>, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nandībhavaparikkhīṇa&entry.1433863141=DHP"">Fix it here</a>."
5650	anāvila 2	adj			neg				(of mind) still; serene; tranquil; lit. ripple-free		√bil 1 a (to break into pieces)		na > an + ā + √bil > vil + a	anāvila	√bil				DHP 413	brāhmaṇavaggo	candaṃ'va vimalaṃ suddhaṃ, vippasannam'<b>anāvilaṃ</b>,<br/>nandībhavaparikkhīṇaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anāvila 2&entry.1433863141=DHP"">Fix it here</a>."
67205	vimala 1	adj							stainless; spotless; unblemished		√mal 1 a (to dirty, stain)		vi + √mal + a	vimala	√mlai		(SNa) vimalā'ti nimmalā.		DHP 413	brāhmaṇavaggo	candaṃ'va <b>vimalaṃ</b> suddhaṃ, vippasannam'anāvilaṃ,<br/>nandībhavaparikkhīṇaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vimala 1&entry.1433863141=DHP"">Fix it here</a>."
15812	canda 1	masc							moon		√cand 1 a (to glow, be bright)		√cand + a	candra	√cad				DHP 413	brāhmaṇavaggo	<b>candaṃ</b>'va vimalaṃ suddhaṃ, vippasannam'anāvilaṃ,<br/>nandībhavaparikkhīṇaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	DHPa 1.2.1	sāmāvatīvatthu	icchitaṃ patthitaṃ tumhaṃ khippam’eva samijjhatu, sabbe pūrentu saṅkappā, <b>cando</b> paṇṇaraso yathā, maṇi joti-raso yathā				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=canda 1&entry.1433863141=DHP"">Fix it here</a>."
20074	dugga 1	nt		ga					bad place; difficult road		√gam 1 a (to go)		dur + √gam + a	durga	√gam				DHP 414	brāhmaṇavaggo	yo'maṃ palipathaṃ <b>duggaṃ</b>, saṃsāraṃ moham'accagā,<br/>tiṇṇo pāragato jhāyī, anejo akathaṃkathī,<br/>anupādāya nibbuto, tam'ahaṃ brūmi brāhmaṇaṃ.	DHP 327	nāgavaggo	appamādaratā hotha, sacittam'anurakkhatha,<br/><b>duggā</b> uddharath'attānaṃ, paṅke sanno'va kuñjaro.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dugga 1&entry.1433863141=DHP"">Fix it here</a>."
70101	yomaṃ	sandhi	pron + pron						whoever this				yo + imaṃ	yaḥ + imam		yo imaṃ			DHP 414	brāhmaṇavaggo	<b>yo'maṃ</b> palipathaṃ duggaṃ, saṃsāraṃ moham'accagā,<br/>tiṇṇo pāragato jhāyī, anejo akathaṃkathī,<br/>anupādāya nibbuto, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yomaṃ&entry.1433863141=DHP"">Fix it here</a>."
40923	palipatha	masc		patha					obstacle; obstruction; blockage; ambush		√path 1 a (to go, move)		pari > pali + √path + a<br/>pali + patha	paripantham	√path √panth	paripantha			DHP 414	brāhmaṇavaggo	yo'maṃ <b>palipathaṃ</b> duggaṃ, saṃsāraṃ moham'accagā,<br/>tiṇṇo pāragato jhāyī, anejo akathaṃkathī,<br/>anupādāya nibbuto, tam'ahaṃ brūmi brāhmaṇaṃ.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=palipatha&entry.1433863141=DHP"">Fix it here</a>."
