bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	feedback
sabhojane1	adj	nt loc sg of sabhojana			in (a family) having a meal (or) lustful	with food	√bhuj (eat, enjoy)	2	ṃa		sa + √bhuj + *ana			PA 43	sabhojanasikkhāpadaṃ	yo pana bhikkhu <b>sabhojane</b> kule anupakhajja nisajjaṃ kappeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sabhojane1"">feedback</a>"
sabhojane2	adj	nt loc sg of sabhojana			in (a family) with two people						sa + ubho + jana	kammadhāraya	sa + ubhojana	PA 43	sabhojanasikkhāpadaṃ	yo pana bhikkhu <b>sabhojane</b> kule anupakhajja nisajjaṃ kappeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sabhojane2"">feedback</a>"
kule	noun	nt loc sg of kula			in a family		√kul (be close)	1	a		√kul + a			PA 43	sabhojanasikkhāpadaṃ	yo pana bhikkhu sabhojane <b>kule</b> anupakhajja nisajjaṃ kappeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kule"">feedback</a>"
nimantito	pp	masc nom sg of nimantita			invited		√mant (counsel, invite)	1	*e		ni + √mant + ita			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu <b>nimantito</b> sabhatto samāno santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nimantito"">feedback</a>"
sabhatto	adj	masc nom sg of sabhatta			with food		√bhaj (divide, distribute)	1	a		sa + √bhaj + ta			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito <b>sabhatto</b> samāno santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sabhatto"">feedback</a>"
samāno	prp	masc nom sg of samāna			being 		√as (be)			√as + a > sa	sa + māna			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto <b>samāno</b> santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=samāno"">feedback</a>"
santaṃ	prp	masc acc sg of santa			being present		√as (be)			√as + a > sa	sa + nta			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto samāno <b>santaṃ</b> bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=santaṃ"">feedback</a>"
purebhattaṃ	ind	adv, acc sg of purebhatta			before the meal						pure + bhatta + aṃ			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto samāno santaṃ bhikkhuṃ anāpucchā <b>purebhattaṃ</b> vā pacchābhattaṃ vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=purebhattaṃ"">feedback</a>"
pacchābhattaṃ	ind	adv, acc sg of pacchābhatta			after the meal						pacchā + bhatta + aṃ			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto samāno santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā <b>pacchābhattaṃ</b> vā kulesu cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pacchābhattaṃ"">feedback</a>"
kulesu	noun	nt loc pl of kula			in families		√kul (be close)	1	a		√kul + a			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto samāno santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā <b>kulesu</b> cārittaṃ āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kulesu"">feedback</a>"
cārittaṃ	noun	nt acc sg of cāritta			visiting	social intercourse	√car (walk, behave)	1	a		√car + *ī + tta			PA 46	cārittasikkhāpadaṃ	yo pana bhikkhu nimantito sabhatto samāno santaṃ bhikkhuṃ anāpucchā purebhattaṃ vā pacchābhattaṃ vā kulesu <b>cārittaṃ</b> āpajjeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cārittaṃ"">feedback</a>"
cātumāsappaccayapavāraṇā	noun	fem nom sg			invitation for requisites for four months						catu + māsa + paccaya + pavāraṇā	dative tappurisa	cātumāsappaccay<b>assa</b> +  pavāraṇā	PA 47	mahānāmasikkhāpadaṃ	agilānena bhikkhunā <b>catumāsappaccayapavāraṇā</b> sāditabbā aññatra punapavāraṇāya, aññatra niccapavāraṇāya. tato ce uttari sādiyeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cātumāsappaccayapavāraṇā"">feedback</a>"
sāditabbā	ptp	fem nom sg of sāditabba			can be accepted, used		√sād (taste, relish)	1	*e	√sād + e > sāde	sāde + itabba			PA 47	mahānāmasikkhāpadaṃ	agilānena bhikkhunā catumāsappaccayapavāraṇā <b>sāditabbā</b> aññatra punapavāraṇāya, aññatra niccapavāraṇāya. tato ce uttari sādiyeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sāditabbā"">feedback</a>"
punapavāraṇāya	noun	fem abl sg of punapavāraṇā			repeat invitation, reoccurring offer						puna + pavāraṇā	kammadhāraya	puna + pavāraṇā	PA 47	mahānāmasikkhāpadaṃ	agilānena bhikkhunā catumāsappaccayapavāraṇā sāditabbā aññatra <b>punapavāraṇāya</b>, aññatra niccapavāraṇāya. tato ce uttari sādiyeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=punapavāraṇāya"">feedback</a>"
niccapavāraṇāya	noun	fem abl sg of niccapavāraṇā			permanent invitation, standing offer						nicca + pavāraṇā	kammadhāraya	nicca + pavāraṇā	PA 47	mahānāmasikkhāpadaṃ	agilānena bhikkhunā catumāsappaccayapavāraṇā sāditabbā aññatra punapavāraṇāya, aññatra <b>niccapavāraṇāya</b>. tato ce uttari sādiyeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=niccapavāraṇāya"">feedback</a>"
uyyuttaṃ	pp	fem acc sg of uyyutta			deployed, on the march	yoked up	√yuj	2	ṃa		ud + √yuj + ta			PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu <b>uyyuttaṃ</b> senaṃ dassanāya gaccheyya aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=uyyuttaṃ"">feedback</a>"
senaṃ	noun	fem acc sg of senā			army									PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu <b>uyyuttaṃ</b> senaṃ dassanāya gaccheyya aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=senaṃ"">feedback</a>"
dassanāya	noun	nt dat sg of dassana			for the purpose of seeing, to visit	for seeing	√dis (see)	1	a	√dis + a > dassa	dassa + ana			PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu uyyuttaṃ senaṃ <b>dassanāya</b> gaccheyya aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=dassanāya"">feedback</a>"
tathārūpappaccayā	noun	masc abl sg of tathārūpappaccaya			suitable reason, appropriate cause	such form condition					tathārūpa + paccaya	kammadhāraya	tathārūpa + paccaya	PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu uyyuttaṃ senaṃ dassanāya gaccheyya aññatra <b>tathārūpappaccayā</b>, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=tathārūpappaccayā"">feedback</a>"
- tathārūpa	adj				suitable, appropriate	like that form					tathā + rūpa	kammadhāraya	tathā + rūpa	PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu uyyuttaṃ senaṃ dassanāya gaccheyya aññatra <b>tathārūpa</b>ppaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- tathārūpa"">feedback</a>"
- - tathā	ind	adv			like that						ta + thā			PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu uyyuttaṃ senaṃ dassanāya gaccheyya aññatra <b>tathā</b>rūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - tathā"">feedback</a>"
- paccayā	noun	masc abl sg of paccaya			from reason, cause		√i (come, go)	1	a		pati + √i + *a			PA 48	uyyuttasenāsikkhāpadaṃ	yo pana bhikkhu uyyuttaṃ senaṃ dassanāya gaccheyya aññatra tathārūpap<b>paccayā</b>, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- paccayā"">feedback</a>"
gamanāya	noun	nt dat sg of gamana			for the purpose of going	for going	√gam (go)	1	a		√gam + ana			PA 49	senāvāsasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ <b>gamanāya</b>, dirattatirattaṃ tena bhikkhunā senāya vasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=gamanāya"">feedback</a>"
senāya	noun	fem instr sg of senā			with the army									PA 49	senāvāsasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ gamanāya, dirattatirattaṃ tena bhikkhunā <b>senāya</b> vasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=senāya"">feedback</a>"
vasitabbaṃ	ptp	nt nom sg of vasitbba			can be stayed		√vas (live)	1	a		√vas + itabba			PA 49	senāvāsasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ gamanāya, dirattatirattaṃ tena bhikkhunā senāya <b>vasitabbaṃ</b>.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vasitabbaṃ"">feedback</a>"
vaseyya	verb	opt 3rd sg of vasati			he can stay, live		√vas (live)	1	a	√vas + a > vasa	vasa + ti			PA 49	senāvāsasikkhāpadaṃ	tato ce uttari <b>vaseyya</b>, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vaseyya"">feedback</a>"
vasamāno	prp	masc nom sg of vasamāna			living, staying		√vas (live)	1	a	√vas + a > vasa	vasa + māna			PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya <b>vasamāno</b> uyyodhikaṃ vā bal'aggaṃ vā senābyūhaṃ vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vasamāno"">feedback</a>"
uyyodhikaṃ	noun	nt acc sg of uyyodhika			battlefield		√yudh (fight)	3	ya		ud + √yudh + a + *ika			PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno <b>uyyodhikaṃ</b> vā bal'aggaṃ vā senābyūhaṃ vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=uyyodhikaṃ"">feedback</a>"
balaggaṃ	noun	nt acc sg of balagga			parade ground	force place					bala + agga	kammadhāraya	bala + agga	PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā <b>bal'aggaṃ</b> vā senābyūhaṃ vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=balaggaṃ"">feedback</a>"
senābyūhaṃ	masc	masc acc sg of senābyūha			military manoeuvres, army formations	army strategy								PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal'aggaṃ vā <b>senābyūhaṃ</b> vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=senābyūhaṃ"">feedback</a>"
- byūhaṃ	masc	masc acc sg of byūha			formation	carry specially	√yūh (carry, bring)	1	a		vi + √yūh + a			PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal'aggaṃ vā senā<b>byūhaṃ</b> vā anīkadassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- byūhaṃ"">feedback</a>"
anīkadassanaṃ	noun	nt acc sg of anīkadassana			army inspection; military review						anīka + dassana	accusative tappurisa	anīka + dassana	PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal'aggaṃ vā senābyūhaṃ vā <b>anīkadassanaṃ</b> vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=anīkadassanaṃ"">feedback</a>"
- anīka	noun				squadron, troop									PA 50	uyyodhikasikkhāpadaṃ	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal'aggaṃ vā senābyūhaṃ vā <b>anīka</b>dassanaṃ vā gaccheyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- anīka"">feedback</a>"
surāmerayapāne	noun	nt loc sg of surāmerayapāna			in drinking spirits and wine; drinking alcoholic beverages	drinking distilled liquor and fermented liquor					surā + meraya + pāna	genitive tappurisa	surāmerayassa + pāna	PA 51	surāpānasikkhāpadaṃ	<b>surāmerayapāne</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=surāmerayapāne"">feedback</a>"
- surā	noun	fem			spirit liquor	distilled liquor	√su (extract, distil)	1	a		√su + rā			PA 51	surāpānasikkhāpadaṃ	<b>surā</b>merayapāne pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- surā"">feedback</a>"
- meraya	noun	nt			fermented liquor									PA 51	surāpānasikkhāpadaṃ	surā<b>meraya</b>pāne pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- meraya"">feedback</a>"
- pāne	noun	nt loc sg of pāna			drinking		√pā (drink)	1	a		√pā + ana			PA 51	surāpānasikkhāpadaṃ	surāmeraya<b>pāne</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- pāne"">feedback</a>"
aṅgulipatodake	noun	nt loc sg of aṅgulipatodaka			in tickling	in finger stabbing					aṅguli + patodaka	instrumental tappurisa	aṅgul<b>iyā</b> + patodaka	PA 52	aṅgulipatodakasikkhāpadaṃ	<b>aṅgulipatodake</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=aṅgulipatodake"">feedback</a>"
- aṅguli	noun	fem			finger		√añc (bend)	1	a		√añc > aṅg + uli			PA 52	aṅgulipatodakasikkhāpadaṃ	<b>aṅguli</b>patodake pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- aṅguli"">feedback</a>"
- patodake	noun	masc loc sg of patodaka			tickling	stabbing, poking	√tud (prick, stab)	1	a		pa + √tud + *aka			PA 52	aṅgulipatodakasikkhāpadaṃ	aṅguli<b>patodake</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- patodake"">feedback</a>"
udake	noun	nt loc sg of udaka			in water		√ud (be wet)	2	ṃa		√ud + aka			PA 53	hasadhammasikkhāpadaṃ	<b>udake</b> hassadhamme pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=udake"">feedback</a>"
hassadhamme	noun	masc loc sg of hassadhamma			in playing	laughing thing					hassa + dhamma	kammadhāraya	hassa + dhamma	PA 53	hasadhammasikkhāpadaṃ	udake <b>hassadhamme</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=hassadhamme"">feedback</a>"
- hassa	noun	nt			joke, laugh, fun		√has (elate, laugh) 	1	a		√has + ya			PA 53	hasadhammasikkhāpadaṃ	udake <b>hassa</b>dhamme pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- hassa"">feedback</a>"
- dhamme	noun	masc loc sg of dhamma			in something		√dhar (hold, carry)	1	a		√dhar + ma			PA 53	hasadhammasikkhāpadaṃ	udake hassa<b>dhamme</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- dhamme"">feedback</a>"
anādariye	noun	nt loc sg of anādariya			in disrespect, in rudeness		√dar (respect, have affection)	1	a		na + ā + √dar + iya			PA 54	anādariyasikkhāpadaṃ	<b>anādariye</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=anādariye"">feedback</a>"
bhiṃsāpeyya	verb	opt 3rd sg of bhiṃsāpeti			he would frighten	would cause fear	√bhis	2	ṃa	√bhis + ṃa + āpe > bhiṃsāpe	bhiṃsāpe + ti			PA 55	bhiṃsāpanasikkhāpadaṃ	yo pana bhikkhu bhikkhuṃ <b>bhiṃsāpeyya</b>, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhiṃsāpeyya"">feedback</a>"
visibbanāpekkho	adj	masc nom sg of visibbanāpekkha			wanting to warm up	wanting to dry					visibbana + apekkha	locative tappurisa	visibbane + apekkha	PA 56	jotisikkhāpadaṃ	yo pana bhikkhu agilāno <b>visibban'āpekkho</b> jotiṃ samādaheyya vā samādahāpeyya vā aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=visibbanāpekkho"">feedback</a>"
- visibbana	noun	nt			warming up	drying	√siv (warm, dry)	3	ya	siv + ya > sibba	vi + sibba + ana			PA 56	jotisikkhāpadaṃ	yo pana bhikkhu agilāno <b>visibban</b>'āpekkho jotiṃ samādaheyya vā samādahāpeyya vā aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- visibbana"">feedback</a>"
jotiṃ	noun	fem acc sg of joti			fire	light	√jut (shine)	1	a		√jut + *i			PA 56	jotisikkhāpadaṃ	yo pana bhikkhu agilāno visibban'āpekkho <b>jotiṃ</b> samādaheyya vā samādahāpeyya vā aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=jotiṃ"">feedback</a>"
samādaheyya	verb	opt 3rd sg of samādahati			he would kindle, make	he would put together	√dhā (place, support)	1	a	√dhā + a > daha	saṃ + ā + daha + ti			PA 56	jotisikkhāpadaṃ	yo pana bhikkhu agilāno visibban'āpekkho jotiṃ <b>samādaheyya</b> vā samādahāpeyya vā aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=samādaheyya"">feedback</a>"
samādahāpeyya	verb	opt 3rd sg of samādahāpeti			he would cause to kindle		√dhā (place, support)	1	a	√dhā + āpe > dahāpe	saṃ + ā + dahāpe + ti			PA 56	jotisikkhāpadaṃ	yo pana bhikkhu agilāno visibban'āpekkho jotiṃ samādaheyya vā <b>samādahāpeyya</b> vā aññatra tathārūpappaccayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=samādahāpeyya"">feedback</a>"
orenaddhamāsaṃ	ind	adv, acc sg of orenaddhamāsa			within less than half a month	with under half month					orena + addha + māsa	abyāyibhāva		PA 57	nahānasikkhāpadaṃ	yo pana bhikkhu <b>oren'addhamāsaṃ</b> nahāyeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=orenaddhamāsaṃ"">feedback</a>"
- addhamāsaṃ	noun	masc acc sg of addhamāsa			half month						addha + māsa	digu	addha + māsa	PA 57	nahānasikkhāpadaṃ	yo pana bhikkhu oren'<b>addhamāsaṃ</b> nahāyeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- addhamāsaṃ"">feedback</a>"
- - addha	adj				half									PA 57	nahānasikkhāpadaṃ	yo pana bhikkhu oren'<b>addha</b>māsaṃ nahāyeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - addha"">feedback</a>"
