pali_1,pos,meaning_1,root,pattern,sbs_class
samatikkama,masc,surpassing (of); overcoming (of); going beyond; transcendence,√kam 1,a masc,2
samatha 1.1,masc,stilling (of); serenity (of); calming (of); settling (of); peace (of); (comm) mental unification,√sam 1,a masc,2
samanugāhiyamāna,prp,being closely questioned (by); being interrogated (by); being pressed (by),√gāh,māna prp,13
samanupassati 2,pr,regards; considers; recognises (as); sees (as),√dis 1,ati pr,3
samanupassanta,prp,seeing; perceiving,√dis 1,anta prp,10
samanupassituṃ,inf,to see (as); to regard (as); to consider (as),√dis 1,,9
samanubhāsiyamāna,prp,being admonished (by); being sternly advised (by),√bhās 1,māna prp,13
samanuyuñjiyamāna,prp,being cross-questioned (by); being cross-examined (by),√yuj,māna prp,13
samannāgata,pp,possessing; endowed (with); having,√gam,a pp,11
samaya 1.1,masc,time; occasion,√i 1,a masc,2
samaṃ 2,ind,in a similar manner; similarly likewise,,,13
samācare,opt,,√car 2,ati pr,7
samācāra,masc,conduct; behaviour; activity,√car 2,a masc,2
samādapeti,pr,arouses; incites; instigates; encourages,√ādā,eti pr,14
samādapetvā,abs,having aroused; having encouraged,√ādā,,14
samādāya 2,ger,undertaking; taking up; accepting,√ādā,,8
samādhi 1,masc,perfect peace of mind; stability of mind; stillness of mind; mental composure,√dhā,i masc,4
samādhiyati,pr,is calmed (for); becomes collected (for); becomes composed (for); becomes stable (for),√dhā,ati pr,13
samāpajjati 2,pr,engages (in); practices; performs,√pad,ati pr,3
samāpajjitvā,abs,having entered; having attained,√pad,,8
samāpatti 1,fem,attainment; meditation attainment,√pad,i fem,8
samāhita 1,pp,composed; centred; settled; collected,√dhā,a pp,11
samiñjita 2,pp,bent back; folded back; flexed back,√iñj,a pp,11
samitatta,nt,calmness (of); peacefulness (of),√sam 1,a nt,9
samucchindati 1,pr,cuts off completely; uproots; eradicates; exterminates,√chid,ati pr,3
samuttejetvā,abs,having fired up; having enthused,√tij 1,,8
samudaya 1,masc,source; origination; appearance,√i 1,a masc,2
samudda,masc,sea; ocean,√ud,a masc,2
samuppāda 2,masc,issue; conflict; something which arises,√pad,a masc,2
sameti 1.1,pr,calms down; settles; stills; makes subside,√sam 1,eti pr,14
sameti 2.2,pr,agrees (with); matches (with); fits (with); fits in (with),√i 1,eti pr,3
sampajañña 1,nt,attentiveness; clear awareness; full comprehension,√ñā,a nt,9
sampajāna 1,adj,clearly aware; fully knowing; completely comprehending,√ñā,a adj,11
sampasāriyati,pr,is drawn forward; is inclined towards,√sar 1,ati pr,14
sampassamāna,prp,seeing; observing; considering,√dis 1,māna prp,10
sampahaṃsetvā,abs,having delighted; having pleased; having thrilled,√haṃs,,14
sampādetuṃ,inf,,√pad,,14
sambuddha 1,masc,Awakened One; Buddha; who is wide awake; who has completely understood,√budh,a masc,11
sambodha,masc,full awakening; perfect understanding; enlightenment,√budh,a masc,2
sambhava 1,masc,birth; origin; source (of),√bhū,a masc,2
sammata 2,pp,authorized; appointed; assigned; designated,√man,a pp,11
sammā 1,ind,completely; thoroughly; fully; totally,,,13
sammā 2,ind,perfectly; rightly; correctly; properly,,,13
sammukhā,ind,face to face (with); in front (of); in the presence (of),,,13
sammodamāna,prp,being friendly; being on good terms,√mud,māna prp,10
sammodi,aor,greeted; exchanged pleasantries; had a friendly conversation (with),√mud,i aor,4
sayāna,prp,lying down,√sī,āna prp,10
saraṇa 2.1,nt,shelter; refuge; help,√sar 1,a nt,9
saramāna,prp,remembering; recollecting,√sar 2,māna prp,10
saritvā 1.1,abs,having remembered; having recollected,√sar 2,,8
sarīra 1,nt,body,,a nt,9
sarena,ind,sweetly; melodiously,√sar 3,,13
sallato,ind,as an arrow; as a dagger,,,11
sasīsaṃ,ind,up to the head; including the head,,,13
sassata,adj,eternal; everlasting; endless; perpetual; (comm) existing forever,,a adj,11
saha 1.2,ind,with; together (with); accompanied (by),,,5
sahasā 2,ind,rashly; in haste,√sah 1,,13
sahassa 1,card,one thousand (1000),,a2 card,12
sahāya,masc,friend; companion; ally; fellow traveller,,a masc,2
saṃyoga 2,masc,attachment; association; involvement,√yuj,a masc,14
saṃyojana 1,nt,fetter; chain; bond; thing which binds,√yuj,a nt,14
saṃvaṇṇeti 1,pr,praises; commends; extols; speaks highly (of),√vaṇṇ,eti pr,3
saṃvattati,pr,leads (to); results (in); causes,√vatt,ati pr,3
saṃvattanika 1,adj,leading (to); headed (to); conducive (to),√vatt,a adj,11
saṃvara 1,masc,control (according to); restraint (according to); holding back (according to),√var 1,a masc,2
saṃvara 2,masc,control (over); restraint (of); holding back (of),√var 1,a masc,2
saṃvijjamāna,prp,existing (in); being found (in),√vid 6,māna prp,13
saṃvidhātuṃ,inf,to organize; to arrange; to take care of,√dhā,,9
saṃvesiyamāna,prp,being put to bed (by); being laid down (by),√vis 1,māna prp,14
saṃhita,pp,connected (with); concerning; having,√dhā,a pp,11
sākhā 1,fem,branch,,ā fem,7
sāttha,adj,in meaning; in spirit; (or) with meaning; meaningful,√ar,a adj,11
sāditabba,ptp,could be consented to (by); could be accepted (by); should be permitted (by),√sād,a ptp,14
sādiyati 1,pr,consents (to); accepts; agrees (to); permits,√sād,ati pr,14
sādhu 3,ind,it is good (for); it would be good (if),√sādh,,13
sādhukaṃ,ind,well; carefully; thoroughly; fully; completely,√sādh,,13
sāyita 1,pp,tasted; savoured,√sāy,a pp,11
sāyita 2,nt,tasting; savouring,√sāy,a nt,11
sāyitvā,abs,having tasted,√sāy,,8
sāra 1,adj,essential; fundamental; substantial; valuable; sound,√sar 1,a adj,11
sāra 2,masc,core; essence; substance; value,√sar 1,a masc,2
sāraṇīya 1.1,ptp,polite; pleasant; charming; (comm) fit to be remembered,√raj 1,a ptp,14
sārato,ind,as essential; as substantial; as valuable,√sar 1,,11
sārambha 2.1,adj,harmful; hurtful; injurious (to living creatures),√rabh 2,a adj,11
sāriputta,masc,name of an arahant monk; chief disciple; great disciple of the Buddha; foremost disciple in great wisdom,,a masc,2
sāruppa,adj,suitable (for); proper (for); appropriate (for),√rūp,a adj,11
sāli,masc,fine rice,,i masc,4
sāsana 1,nt,message; letter,√sās,a nt,9
sāvaka,masc,disciple; pupil; follower,√su 1,a masc,2
sāvatthī,fem,name of a city; capital of Kosala,√su 2,ī fem,8
sāhāra 1,adj,with fuel; with nutriment; with sustenance,√har 2,a adj,11
sikkhati 2,pr,trains (in); trains (for the purpose of); practices (for the sake of); practice (to),√sikkh,ati pr,3
sikkhā 2,fem,training (in); practice (in),√sikkh,ā fem,7
sikkhāpada,nt,precept; instruction; training rule,,a nt,9
sikkhitabba,ptp,should be learned (by); should be practised (by); should be trained (by),√sikkh,a ptp,14
siñcati 1,pr,waters; pours; sprinkles; scatters,√sic,ati pr,3
siñcāpeti,pr,causes to water; causes to pour; makes sprinkle; causes to scatter,√sic,eti pr,14
sippika 1.1,masc,craftsman; artisan,,a masc,2
siyaṃ,opt,I could be; may I be; I might be; I should be,√as 1,siyā opt,7
siyā 2,opt,there could be,√as 1,siyā opt,7
siyuṃ,opt,they would be; there could be,√as 1,siyā opt,7
sīghaṃ,ind,quickly; swiftly; rapidly,,,13
sīmā 2,fem,(vinaya) boundary in which legal procedures are performed,,ā fem,7
sīla 1,nt,ethical conduct; virtue; moral integrity,√sīl,a nt,9
sīlavant,adj,virtuous; ethical; moral,√sīl,ant adj,6
sīsa 1,nt,head,,a nt,9
sīha 1,masc,lion,,a masc,2
sukara 1,adj,easily done; easy to do,√kar,a adj,11
sukka 1,adj,pure; bright,√suc 2,a adj,11
sukha 2,nt,ease; comfort; happiness; pleasure; contentment,√sukh,a nt east,9
sukhakāma,adj,wishing for ease; desiring comfort,,a adj,9
sukhaṃ,ind,easily; comfortably; pleasantly; happily,√sukh,,13
sukhāya,nt,comfortable (for),√sukh,a nt,9
sukhita,pp,pleased; delighted; blessed; comforted; happy,√sukh,a pp,11
sukhī 2,masc,happy one; who is at ease; who is happy; who is comfortable,√sukh,ī masc,5
sukhuma 1,adj,fine; subtle; refined,,a adj,11
sugata 2,masc,Accomplished One; Fortunate One; epithet of the Buddha,√gam,a masc,2
sugati,fem,good destination; happy fate,√gam,i fem,8
suñña 2,adj,empty; uninhabited,,a adj,11
suññato,ind,as empty; as void; as essenceless,,,11
suṇāti 1,pr,hears,√su 1,āti pr,3
suṇātu,imp,one must listen!; it must hear!,√su 1,āti pr,4
sutta 1.1,pp,sleeping; asleep,√sup,a pp,11
sutta 2.1,nt,scripture; discourse; sacred text,√siv 1,a nt,9
sutvā,abs,having heard; having listened (to),√su 1,,8
suduttara,adj,extremely difficult to cross; very hard to escape,√tar 1,a adj,11
sudesita,adj,well preached; well taught; well explained; well instructed,√dis 2,a adj,14
sunakkhatta 2,masc,name of a former monk,√nakkh,a masc,2
supatiṭṭhita 1,adj,,√ṭhā,a adj,11
supita,nt,sleep,√sup,a nt,11
subhāsita 1,adj,well spoken; articulate; eloquent,√bhās 1,a adj,11
sumedha 1,adj,wise; sage,√medh 1,a adj,11
suyyati,pr,is heard,√su 1,ati pr,13
suriya 1,masc,sun,√sur,a masc,2
susamāraddha,adj,resolutely undertaken; fully engaged with; energetically taken up; (comm) firmly held up,√rabh 1,a adj,11
suvaca,adj,easy to instruct; obedient; compliant,√vac,a adj,11
suvisuddha,adj,well cleansed; perfectly purified; completely pure,√sudh,a adj,11
suve,ind,tomorrow,,,6
suhuju,adj,,√uj,u adj,11
sekkha,masc,trainee; apprentice; learner; (comm) seven stages of a noble person before arahantship,√sikkh,a masc,2
sekha,masc,trainee; apprentice; learner; initiate; (comm) seven stages of a noble person before arahantship,√sikkh,a masc,2
sekhiya 1,ptp,related to training; to be practised,√sikkh,a ptp,14
seti 2,pr,sleeps,√sī,eti pr,3
seda,masc,sweat; drop of perspiration,√sid 1,a masc,2
senā,fem,army; military,,ā fem,7
semāna,prp,sleeping; lying down,√sī,māna prp,10
sevitabba 2,ptp,should be practised; should be followed; should be undertaken,√sev,a ptp,14
soka,masc,grief; sorrow; sadness,√suc 1,a masc,2
soci,aor,grieved; was sad,√suc 1,i aor,4
sota 1.1,masc,stream; river; current,√su 2,a masc,2
sotthāna,nt,safety; sanctuary; well-fare; well-being; blessing,√as 1,a nt,9
sotthiṃ,ind,safely; well; in peace,√as 1,,13
sodheti 1,pr,cleans; clears; purifies,√sudh,eti pr,14
sobhati 2,pr,looks beautiful (in),√subh,ati pr,3
somanassa,nt,(mental) pleasure; happiness; gladness; joy; positive state of mind,√man,a nt,9
soracca,nt,kindness; gentleness; compassion; (comm) good conduct,√ram 1,a nt,9
soḷasa 1,card,sixteen (16),,a1 card,12
svākkhāta,adj,well taught; well preached; well explained,√khā,a adj,11
vacanīya 2,ptp,should be spoken (to); should be told (to); should be said (to),√vac,a ptp,14
vaccha 1.1,masc,calf; yearling; young animal,,a masc,2
vajja 2.1,nt,fault (of); error (of); mistake (of),√vajj,a nt,14
vajjavant,adj,,√vajj,ant adj,6
vaḍḍhati,pr,increases (in); grows (in); develops (in),√vaḍḍh,ati pr,3
vata 1.2,ind,certainly; surely; indeed,,,13
vatta 1.1,nt,custom; practice; way of life; behaviour,√vatt,a nt,9
vattati 1,pr,proceeds; continues; goes forward; practices,√vatt,ati pr,3
vattha 1.1,nt,cloth; clothes; robe,√vas 2,a nt,9
vatthu 2,nt,site; location; base; grounds,√vas 1,u nt,9
vadati 1,pr,says (to); speaks (to); tells (to),√vad 1,ati pr,3
vadeyya,opt,,√vad 1,ati pr,7
vanatha 2.1,masc,desire; craving,√van,a masc,2
vanta 1,pp,vomited,√vam,a pp east,11
vasa 1.2,masc,control (over); authority (over); power (over); mastery (over),√vas 3,a masc,2
vasati,pr,lives; stays; resides (in),√vas 1,ati pr,3
vassa 2,masc,rainy season; monsoon,√vass 1,a masc,2
vassa 3,nt,year,√vass 1,a nt,9
vā 1,ind,or; either or,,,6
vācā 1,fem,speech; words; statement; talk,√vac,ā fem,7
vāṇija,masc,trader; dealer,,a masc,2
vāta 1,masc,wind,√vā,a masc,11
vāda 4,masc,saying; mentioning,√vad 1,a masc,2
vādī 1,adj,speaking; saying; telling,√vad 1,ī adj,5
vāyamati,pr,tries (to); makes an effort (to); strives (for); exerts oneself (to),√yam 1,ati pr,3
vikappa 1.1,masc,alteration (to); improvement (to); distinction (regarding),√kapp 1,a masc,2
vicāreti 1,pr,thinks actively; contemplates; investigates; examines,√car 1,eti pr,14
vicikicchituṃ,inf,to doubt; to be uncertain,√cit 1,,9
vijānāti 1,pr,comprehends; understands; recognises; distinguishes; is aware (of),√ñā,āti pr,3
vijjati 1,pr,exists (in); is found (in); is present (in),√vid 6,ati pr,13
vijjā 1,fem,knowledge; wisdom; understanding,√vid 5,ā fem,7
viññāṇa 1,nt,awareness; consciousness; mind; fifth of the five aggregates,√ñā,a nt,9
viññū 1,adj,wise; intelligent; discerning; knowledgeable,√ñā,ū adj,6
viññū 2,masc,wise person; sage; knowledgable man; intelligent person,√ñā,ū masc,6
vitakka 1,masc,thought; reflection; pondering,√takk,a masc,2
vitakketi,pr,thinks (about); reflects (on); ponders (over),√takk,eti pr,3
vitthārena 1,ind,in detail; in full; thoroughly,√thar,,13
vidū 1,adj,wise; knowing; understanding,√vid 2,ū adj,6
vinaya 1,masc,discipline; training,√nī,a masc,2
vinassati 1,pr,perishes; is destroyed,√nas,ati pr,3
vinipāta,masc,state of suffering; purgatory; underworld,√pat 1,a masc,2
vineyya 1,ger,removing; getting rid (of),√nī,,8
vipassanā,fem,insight; penetrating internal vision; introspection,√dis 1,ā fem,7
vipassī 1,masc,name of the 7th previous Buddha,√dis 1,ī masc,5
vipāka 1,masc,(of an action) result; outcome; consequence; fruit,√pac,a masc,2
vippaṭisārī,adj,remorseful; regretful; repentant; sorry,√sar 2,ī adj,5
vippamutta,pp,freed (from); released (from); saved (from),√muc,a pp,11
vippahāya,ger,completely abandoning; totally renouncing,√hā 1,,8
vibhaṅga 1,masc,analysis; classification; breakdown,√bhañj,a masc,2
vibhajja 1,ger,analysing in detail; classifying; explaining in detail; picking apart,√bhaj 1,,8
vibhāvayati,pr,understands clearly; perceives distinctly,√bhū,ati pr,14
vibhūsana,nt,decorating; adorning,√bhūs,a nt,9
vimuccati,pr,is released (from); is free (from),√muc,ati pr,13
vimucci,aor,became free (from); was released (from); was liberated (from),√muc,i aor,13
vimuccituṃ,inf,to become free (from); to be released (from); to be liberated (from),√muc,,13
vimutta 1,pp,freed (from); liberated (from); emancipated (from),√muc,a pp,11
vimutti,fem,release; liberation; deliverance; freedom; emancipation,√muc,i fem,8
viraja,adj,pure; stainless; untainted,√raj 2,a adj,11
virajjati 1,pr,becomes detached (from); loses interest (in); becomes dispassionate (towards); gets bored (with),√raj 1,ati pr,13
virajjituṃ,inf,to lose desire (for); to become detached (from); to lose interest (in); to become dispassionate (about); to get bored (of),√raj 1,,13
virāga 1.1,masc,fading of desire (for); dispassion (towards); detachment (from); indifference (to),√raj 1,a masc,5
virāga 2.1,masc,fading (of); disappearance (of); cessation (of); destruction (of),√raj 2,a masc,2
virājiya,ger,cleansing; purifying; removing,√raj 2,,14
viriya,nt,effort; energy; might; power,√vīr,a nt,9
visahati 1.1,pr,is able (to),√sah 2,ati pr,3
visaṃyoga 1,masc,detachment (from); separation (from),√yuj,a masc,14
visuddha 1,pp,cleansed; purified; refined,√sudh,a pp,11
visuddhi 1.1,fem,purity (of); purification (of); holiness,√sudh,i fem,8
visesa 1,masc,distinction; attainment; superior state; eminence,√sis,a masc,2
vissajjetvā 1,abs,having released; having let go (of); having got rid (of); having given up,√sajj 1,,14
vissuta,pp,famous; renowned; heard of far and wide,√su 1,a pp,11
vivattayi,aor,untied; unravelled; (comm) torn out,√vatt,i aor,14
vivicca,ger,separating (from); aloof (from),√vic,,8
viveka 1,masc,seclusion; solitude; detachment; disengagement; independence,√vic,a masc,2
vivecetuṃ,inf,to separate (from); to dissuade (from),√vic,,14
viharati 1,pr,lives (in); dwells (in); stays (in),√har 3,ati pr,3
viharanta,prp,living (in); dwelling (in); staying (at); remaining (in); continuing (in),√har 3,anta prp,10
vihareyya,opt,could live; could stay (in),√har 3,ati pr,7
vihārī,adj,(of a state of being) living in; who has; being,√har 3,ī adj,5
viheṭhayanta,prp,harming; vexing; annoying; troubling,√heṭh,anta prp,10
vīmaṃsā 1,fem,inquiry; judgement; investigation; discrimination,√man,ā fem,7
vīriya 1,nt,effort; energy; might; power,√vīr,a nt,9
vīsati,card,twenty (20),,i card,12
vīhi,masc,rice paddy; Oryza sativa,,i masc,4
vuccati,pr,is said to be; is called,√vac,ati pr,13
vuṭṭhāpiyamāna,prp,being raised; being lifted up,√ṭhā,māna prp,14
vutta 2.1,pp,said; told; spoken; mentioned,√vac,a pp,11
vusita 1,pp,fulfilled; completed; finished,√vas 1,a pp,11
vūpasama 1,masc,peace (of); calming (of); subsiding (of); settling (of),√sam 1,a masc,2
vedanā 1,fem,"(pleasant, unpleasant or neutral) felt experience; feeling; sensation; second of the five aggregates",√vid 1,ā fem,7
veditabba 1,ptp,can be known (by); should be understood (by),√vid 1,a ptp,14
vedeti 1,pr,feels; experiences; senses,√vid 1,eti pr,3
vepulla 1,nt,expansion; full development; maturity,√pul,a nt,9
veyyākaraṇa 1,nt,answer; reply,√kar,a nt,9
vera,nt,hatred; ill-will; animosity; antagonism; hostility,√vīr,a nt,9
vesālī,fem,name of a city; capital of the Licchavis,,ī fem,8
vehāsaṃ,ind,in the air; in the sky,,,13
vo 1.2,pron,by you all; with you all,,tvaṃ pron,5
vo 1.3,pron,to you all; for you all,,tvaṃ pron,5
vo 1.4,pron,of you all; your,,tvaṃ pron,5
voropeti,pr,deprives (of); removes (from); cuts off (from); takes down (from),√ruh,eti pr,14
vosāna 1,nt,perfecting; accomplishing; attaining; mastering,√sā,a nt,9
voharati 1,pr,speaks; communicates; gives expression; uses language,√har 1,ati pr,3
vyākaraṇa 1,nt,answering; replying,√kar,a nt,9
haññati 2,pr,is hurt; is killed; is destroyed,√han,ati pr,13
haññamāna 1,prp,being struck (by); being beaten (by),√han,māna prp,13
hata 2,pp,killed (by); slain (by),√han,a pp,11
hattha 1,masc,hand,,a masc,2
hanati 2,pr,kills; executes,√han,hanati pr,7
harati 2,pr,takes; steals; robs,√har 1,ati pr,3
haritabba,ptp,could be carried; can be taken,√har 1,a ptp,14
hāraka 1,masc,carrier; bearer,√har 1,a masc,2
hi 1,ind,indeed; certainly; truly; definitely,,,13
hita 3,nt,welfare (of); good (of); benefit (of); blessing,√dhā,a nt,11
hitāya,nt,beneficial (for); advantageous (for),√dhā,a nt,9
hitvā,abs,having left; having left behind; having abandoned,√hā 1,,8
hiri,fem,sense of shame; modesty; conscience; sense of right and wrong; scruples; (comm) originating from inside,√hir,i fem,8
hirimant,adj,having a conscience; with scruples; with an internal sense of right and wrong,√hir,ant adj,6
hīna 1,pp,low; inferior; deficient,√hā 2,a pp,11
huta 2,pp,offered,√hu,a pp,11
huraṃ 1,ind,there; in another world,,,13
hoti 1,pr,is; becomes,√hū,hoti pr,4
hotu 1,imp,may it be (for)!,√hū,hoti pr,4
hotha,imp,may you all be!; I pray you all may be!,√hū,hoti pr,4
hontu,imp,may they be!; they must be!,√hū,hoti pr,4
kabaḷī,masc,lump; morsel; mouthful; lump of food,,ī masc,5
paricita 2,pp,nurtured (by); consolidated (by); fortified (by); strengthened (by); built up (by),√ci 1,a pp,11
adhigama 2,masc,attainment (of); achievement (of),√gam,a masc,2
pūjā 1,fem,veneration (of); homage (to); honour (for),√pūj,ā fem,7
vaggati,pr,jumps; prances; springs; bounces; skips,√vagg,ati pr,3
kuṭika,adj,with a little hut; living in a small shack,√kuṭ 1,a adj,11
