ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Test	audio	Feedback	Tags
41072	pamodati	pr					intrans	+loc	is delighted (with); is very happy (with); is jubilant (about)			√mud 1 a (to be soft, happy)	√mud + *a > moda	pa + moda + ti	pramodate	√mud				DHP 016	yamakavaggo	idha modati pecca modati, katapuñño ubhay'attha modati,<br/>so modati so <b>pamodati</b>, disvā kammavisuddhim'attano.				AN 5.32	cundīsuttaṃ	aggassa dātā medhāvī, agga-dhamma-samāhito. deva-bhūto manusso vā, aggappatto <b>pamodatī</b>’ti.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pamodati&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
18498	devabhūta	adj	comp						become a deity; being a god					deva + bhūta												AN 5.32	cundīsuttaṃ	aggassa dātā medhāvī, aggadhammasamāhito. <b>devabhūto</b> manusso vā, aggappatto pamodatī’ti.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=devabhūta&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
2781	aggappatta	adj	comp						who has reached the summit; who has attained the highest					agga + patta	agra + prāpta					MN 56	upālisuttaṃ	samuggatassa jhāyissa,<br/>ananugat'antarassa suddhassa,<br/>asitassa hitassa,<br/>pavivittassa <b>aggappattassa</b>,<br/>tiṇṇassa tārayantassa,<br/>bhagavato tassa sāvako'ham'asmi.				AN 5.32	cundīsuttaṃ	aggassa dātā medhāvī, aggadhammasamāhito. devabhūto manusso vā, <b>aggappatto</b> pamodatī’ti.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aggappatta&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
65717	ve	ind	emph						indeed; truly; really						vai					ITI 87	andhakaraṇasuttaṃ	tayo vitakke kusale vitakkaye, tayo pana akusale nirākare, <br/>sa <b>ve</b> vitakkāni vicāritāni, sameti vuṭṭhī’va rajaṃ samūhataṃ				AN 5.32	cundīsuttaṃ	aggato <b>ve</b> pasannānaṃ, aggaṃ dhammaṃ vijānataṃ. agge buddhe pasannānaṃ, dakkhiṇeyye anuttare.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations	SNP 62	nanda māṇava pucchā<br/>pārāyanavaggo 7	santi loke munayo,<br/>janā vadanti ta'y'idaṃ kathaṃsu,<br/>ñāṇ'ūpapannaṃ no muniṃ vadanti,<br/>udāhu<b> ve</b> jīviten'ūpapannaṃ.				44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ve&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
43854	pasanna 5	masc	pp	pasīdati				+loc	believer (in); who has faith (in); who has confidence (in)			√sad 1 a (to sink, sit, settle)		pa + √sad + na	prasanna	√sad				VIN 1.2.1	sukkavissaṭṭhi sikkhāpada	n’etaṃ, moghapurisa, appasannānaṃ vā pasādāya, <b>pasannānaṃ</b> vā bhiyyobhāvāya.				AN 5.32	cundīsuttaṃ	aggato ve <b>pasannānaṃ</b>, aggaṃ dhammaṃ vijānataṃ. agge buddhe pasannānaṃ, dakkhiṇeyye anuttare.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pasanna 5&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
66732	vijānanta	prp		vijānāti			trans	+acc	knowing; understanding; comprehending			√ñā 5 nā (to know)	√ñā + nā > jānā	vi + jānā + nta	vijānat	√jñā				DHP 171	lokavaggo	etha passath'imaṃ lokaṃ, cittaṃ rājarath'ūpamaṃ,<br/>yattha bālā visīdanti, n'atthi saṅgo <b>vijānataṃ</b>.				AN 5.32	cundīsuttaṃ	aggato ve pasannānaṃ, aggaṃ dhammaṃ <b>vijānataṃ</b>. agge buddhe pasannānaṃ, dakkhiṇeyye anuttare.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vijānanta&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
67987	virāgūpasama	masc	comp						dispassion and peace; fading of desire and calmness; detachment and stillness					virāga + upasama												AN 5.32	cundīsuttaṃ	agge dhamme pasannānaṃ, <b>virāg'ūpasame</b> sukhe. agge saṅghe pasannānaṃ, puññakkhette anuttare.	Aggappasāda-sutta-gāthā		Thanksgiving Recitations							44n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=virāgūpasama&entry.1433863141=Anki"">Fix it here</a>."	 Aggappasāda-sutta-gāthā 
26582	kāle	ind	adv, loc sg	kāla					at the right time; at the proper time			√kal 8 *e (to spend time)		√kal + *a + e	kāle	√kal										AN 5.36	kāladānasuttaṃ	<b>kāle</b> dadanti sappaññā, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kāle&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
54363	sappañña	adj							wise; intelligent; lit. with wisdom			√ñā 5 nā (to know)		sa + pa + √ñā + a	saprajja	√jñā				AN 4.49	vipallāsasuttaṃ	yadā ca buddhā lokasmiṃ, uppajjanti pabhaṅ’karā. te imaṃ dhammaṃ pakāsenti, dukkh’ūpasama-gāminaṃ. tesaṃ sutvāna <b>sappaññā</b>, sacittaṃ paccaladdhā te.				AN 5.36	kāladānasuttaṃ	kāle dadanti <b>sappaññā</b>, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sappañña&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
64351	vadaññū	adj	comp						generous; giving; liberal						vadānya			(SNa) vadaññū'ti bhikkhū gharadvāre ṭhitā kiñcā'pi tuṇhī'va honti, atthato pana, bhikkhaṃ dethā'ti vadanti nāma. tatra ye, mayaṃ pacāma, ime pana na pacanti, pacamāne patvā alabhantā kuhiṃ labhissantī'ti? deyyadhammaṃ saṃvibhajanti, te vadaññū nāma.	(CPD) vad + ānya<br/>(ABD) pada+ñā+rū<br/>?ava > (a)va + √dā + ñū	VV 52	revatī vimānavatthu	s’āhaṃ nūna ito gantvā, yoniṃ laddhāna mānusiṃ, <b>vadaññū</b> sīlasampannā, kāhāmi kusalaṃ bahuṃ.				AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, <b>vadaññū</b> vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vadaññū&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
68549	vīta 1	pp	in comps	na veti	neg				without; free from			√i 1 a (to come, go)		vi + √i + ta	vīta	√i				MN 10.10	mahāsatipaṭṭhānasuttaṃ	idha bhikkhu sarāgaṃ vā cittaṃ ‘sarāgaṃ cittan’ti pajānāti, <b>vīta</b>-rāgaṃ vā cittaṃ ‘<b>vīta</b>-rāgaṃ cittan’ti pajānāti;				AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū <b>vīta</b>-maccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vīta 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
68610	vītamacchara	adj	comp		neg				selfless; not selfish; lit. without stinginess					vīta + macchara	vīta + matsara											AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū <b>vītamaccharā</b>. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vītamacchara&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
31761	macchara 1	nt							envy; jealousy; stinginess						matsara					SNP 49	kalahavivādasuttaṃ<br/>aṭṭhakavaggo 11	kutopahūtā kalahā vivādā, paridevasokā saha-<b>maccharā</b> ca,<br/>mān'ātimānā sahapesuṇā ca, kutopahūtā te tad'iṅgha brūhi.				AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū vīta-<b>maccharā</b>. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=macchara 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
61802	ujubhūta	adj	comp						straight; upright; lit. become straight					uju + bhūta	ṛju + bhūta											AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, <b>ujubhūtesu</b> tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ujubhūta&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
58383	tādisa	adj	comp						such; like that (of); of such character; of such quality					ta > tā + disa + *a	tādṛśa					ITI 76	sukhapatthanāsuttaṃ	yādisaṃ kurute mittaṃ, yādisaṃ c’ūpasevati.<br/> sa ve tādisako hoti, sahavāso hi <b>tādiso</b>.				AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu <b>tādisu</b>. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations	AN 3.83	gadrabhasuttaṃ	tassa na <b>tādiso</b> vaṇṇo hoti seyyathā'pi gunnaṃ, na <b>tādiso</b> saro hoti seyyathā'pi gunnaṃ, na <b>tādisaṃ</b> padaṃ hoti seyyathā'pi gunnaṃ.				45n	55	[sound:tādisa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tādisa&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
67875	vippasanna 1	adj	pp	vippasīdat					clear; settled; tranquil; calm			√sad 1 a (to sink, sit, settle)		vi + pa + √sad + na	viprasanna	√sad				MN 39	mahāassapurasuttaṃ	seyyathā’pi pabbatasaṅkhepe udakarahado accho <b>vippasanno</b> anāvilo. tattha cakkhumā puriso tīre ṭhito passeyya sippi-sambukam’pi sakkharakathalam’pi macchagumbam’pi, carantam’pi tiṭṭhantam’pi.				AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. <b>vippasanna</b>-manā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vippasanna 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
67879	vippasannamana	adj	comp						with clear mind; with calm mind					vippasanna + mana	viprasanna + manas											AN 5.36	kāladānasuttaṃ	kāle dadanti sappaññā, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. <b>vippasannamanā</b> tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vippasannamana&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
54307	sapañña	adj		paññā					wise; intelligent; discerning; lit. with wisdom			√ñā 5 nā (to know)		sa + pa + √ñā + ā + a<br/>sapaññā + a	saprajja	√jñā		(SNa) <b>sapañño</b>'ti kamma-jati-hetuka-paṭisandhi-paññāya paññavā.		SN 7.6	jaṭāsuttaṃ	sīle patiṭṭhāya naro <b>sapañño</b>,<br/>cittaṃ paññañ'ca bhāvayaṃ,<br/>ātāpī nipako bhikkhu,<br/>so imaṃ vijaṭaye jaṭaṃ.				SN 1.33	sādhusuttaṃ	saddhā hi dānaṃ bahudhā pasatthaṃ,<br/>dānā ca kho dhammapadaṃ'va seyyo,<br/>pubbe ca hi pubbatare ca santo,<br/>nibbānam'ev'ajjhagamuṃ <b>sapaññā</b>'ti.				AN 5.36	kāladānasuttaṃ	kāle dadanti <b>sapaññā</b>, vadaññū vītamaccharā. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations	45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sapañña&entry.1433863141=Anki"">Fix it here</a>."	  Kāla-dāna-sutta-gāthā
9115	appaṭivāna	adj		na paṭivāti	neg				unhesitating; not shrinking back; non-regressing; lit. who is not blown back			√vā 1 a (to blow, emit odour)		na + pati + √vā + na	aprativāṇi	√vā										AN 5.36	kāladānasuttaṃ	tasmā dade <b>appaṭivāna</b>-citto, yattha dinnaṃ mahapphalaṃ. puññāni paralokasmiṃ, patiṭṭhā honti pāṇinan’ti.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=appaṭivāna&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
70368	appaṭivānacitta	adj	comp						not holding back; unhesitating; confident; lit. not blowing back mind 					appaṭivāna + citta												AN 5.36	kāladānasuttaṃ	tasmā dade <b>appaṭivānacitto</b>, yattha dinnaṃ mahapphalaṃ. puññāni paralokasmiṃ, patiṭṭhā honti pāṇinan’ti.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=appaṭivānacitta&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
42191	paraloka	masc	comp						other world; next life; afterlife					para + loka	paraloka					DHP 176	lokavaggo	ekaṃ dhammaṃ atītassa, musāvādissa jantuno,<br/>vitiṇṇa-<b>paralokassa</b>, n'atthi pāpaṃ akāriyaṃ.				AN 5.36	kāladānasuttaṃ	tasmā dade appaṭivāna-citto, yattha dinnaṃ mahapphalaṃ. puññāni <b>paralokasmiṃ</b>, patiṭṭhā honti pāṇinan’ti.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paraloka&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
45449	patiṭṭhā	fem		patiṭṭhahati					support; foundation; help			√ṭhā 1 a (to stand)		pati + √ṭhā + ā	pratiṣṭhā	√sthā				SN 12.38	cetanāsuttaṃ	ārammaṇe sati <b>patiṭṭhā</b> viññāṇassa hoti. tasmiṃ <b>patiṭṭhite</b> viññāṇe virūḷhe āyatiṃ punabbhav’ābhinibbatti hoti.				AN 5.36	kāladānasuttaṃ	tasmā dade appaṭivāna-citto, yattha dinnaṃ mahapphalaṃ. puññāni paralokasmiṃ, <b>patiṭṭhā</b> honti pāṇinan’ti.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=patiṭṭhā&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
41549	pāṇī 1	masc	agent	pāṇa					living being; lit. breather			√an 1 a (to breath, blow)		pa + √an + *ī	prāṇin	√an				AN 5.57	abhiṇhapaccavekkhitabbaṭhānasuttaṃ	“ahañ’ce taṃ jiguccheyyaṃ, evaṃ dhammesu <b>pāṇisu</b>.<br/>na m’etaṃ patirūp’assa, mama evaṃ vihārino.				AN 5.36	kāladānasuttaṃ	tasmā dade appaṭivāna-citto, yattha dinnaṃ mahapphalaṃ. puññāni paralokasmiṃ, patiṭṭhā honti<b> pāṇinan</b>’ti.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pāṇī 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
7091	anumodati 1	pr					trans	+acc	approves (of); appreciates; applauds; is pleased (by)			√mud 1 a (to be soft, happy)	√mud + *a > moda	anu + moda + ti	anumodate	√mud				AN 3.68	kathāvatthusuttaṃ	anusūyāyamāno so, samma'd'aññāya bhāsati,<br/>subhāsitaṃ <b>anumodeyya</b>, dubbhaṭṭhe n'āpasādaye.				AN 5.36	kāladānasuttaṃ	ye tattha <b>anumodanti</b>, veyyāvaccaṃ karonti vā. na tena dakkhiṇā ūnā, te’pi puññassa bhāgino.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations	AN 4.35	vassakārasuttaṃ	n'eva kho ty'āhaṃ, brāhmaṇa, <b>anumodāmi</b> na paṭikkosāmi.				45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anumodati 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
66111	veyyāvacca	nt		vyāvaṭa					service; assistance			√par 1 a (to be active)		vi + ā + √par > var + ta + *ya<br/>vyāvaṭa + *ya	vaiyāvṛtya, vaiyāpatya	√pṛ			(PED) it was later retranslated into BSk. as vaiyāvṛtya (as if vi + ā + vṛt)	VIN PAT NP 10	rāja sikkhāpada	cīvar’atthikena, bhikkhave, bhikkhunā <b>veyyāvacca</b>-karo niddisitabbo, ārāmiko vā upāsako vā : “eso kho, āvuso, bhikkhūnaṃ veyyāvaccakaro”ti.				AN 5.36	kāladānasuttaṃ	ye tattha anumodanti, <b>veyyāvaccaṃ</b> karonti vā. na tena dakkhiṇā ūnā, te’pi puññassa bhāgino.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=veyyāvacca&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
62139	ūna 1	adj						+instr	deficient (in); lacking; wanting; less than (by)						ūna					VIN PAT SA	saṅghādisesuddeso	ekena'pi ce <b>ūno</b> vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ abbheyya so ca bhikkhu anabbhito te ca bhikkhū gārayhā. ayaṃ tattha sāmīci.				AN 5.36	kāladānasuttaṃ	ye tattha anumodanti, veyyāvaccaṃ karonti vā. na tena dakkhiṇā <b>ūnā</b>, te’pi puññassa bhāgino.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:ūna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ūna 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
13755	bhāgī 1	masc		bhajati				+gen	shareholder; who shares (in); who partakes (in)			√bhaj 1 a (to divide, distribute)		√bhaj > bhag + *ī	bhāgin	√bhaj				MN 36	mahāsaccakasuttaṃ	“no h’idaṃ”. “taṃ kissa hetu”? “aduñ’hi allaṃ kaṭṭhaṃ sasnehaṃ, tañ’ca pana udake nikkhittaṃ. yāva’d’eva ca pana so puriso kilamathassa vighātassa <b>bhāgī</b> assā”ti.				AN 5.36	kāladānasuttaṃ	ye tattha anumodanti, veyyāvaccaṃ karonti vā. na tena dakkhiṇā ūnā, te’pi puññassa <b>bhāgino</b>.	Kāla-dāna-sutta-gāthā		Thanksgiving Recitations							45n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhāgī 1&entry.1433863141=Anki"">Fix it here</a>."	 Kāla-dāna-sutta-gāthā 
9651	aroga	adj		na roga	neg				healthy; free from disease			√ruj 1 a (to hurt, be painful)		na + √ruj > rog + *a	aroga	√ruj																AN 3.156	pubbaṇhasuttaṃ	te attha-laddhā sukhitā, viruḷhā buddhasāsane. <b>arogā</b> sukhitā hotha, saha sabbehi ñātibhī’ti.	So_attha-laddho		Thanksgiving Recitations	46n	55	[sound:aroga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aroga&entry.1433863141=Anki"">Fix it here</a>."	  So_attha-laddho
24462	hotha	imp	2nd pl	hoti			intrans	+nom	may you all be! you all must be!			√hū 1 a (to be)	√hū + *a > ho	ho + tha	bhavata	√bhū																AN 3.156	pubbaṇhasuttaṃ	te attha-laddhā sukhitā, viruḷhā buddhasāsane. arogā sukhitā <b>hotha</b>, saha sabbehi ñātibhī’ti.	So_attha-laddho		Thanksgiving Recitations	46n	55	[sound:hotha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=hotha&entry.1433863141=Anki"">Fix it here</a>."	  So_attha-laddho
11564	atthaladdha	adj	comp						getting benefit; obtaining good					attha + laddha												AN 3.156	pubbaṇhasuttaṃ	te <b>atthaladdhā</b> sukhitā, viruḷhā buddhasāsane. arogā sukhitā hotha, saha sabbehi ñātibhī’ti.	So_attha-laddho		Thanksgiving Recitations							46n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atthaladdha&entry.1433863141=Anki"">Fix it here</a>."	 So_attha-laddho 
